epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
239,20516.3,0.54876,0.61171,0.28369,0.00275,0.187,0.95212,0.97405,0.98818,0.88429,0.95212,0.97405,0.98818,0.91292,0.51052,0.48705,0.21648,0.0037,0,0.0004292,0.0004292,0.0004292
240,20604.1,0.55219,0.60033,0.28475,0.00281,0.2032,0.94031,0.97959,0.98753,0.88424,0.93835,0.97755,0.98724,0.91164,0.51608,0.49176,0.23617,0.0037,0,0.0004226,0.0004226,0.0004226
241,20691.5,0.54122,0.60941,0.27261,0.00276,0.19317,0.96339,0.9668,0.98819,0.88907,0.96543,0.96884,0.98864,0.91449,0.50638,0.48498,0.22453,0.00369,0,0.000416,0.000416,0.000416
242,20778.4,0.54095,0.59105,0.26615,0.00276,0.20426,0.95842,0.96531,0.98828,0.88949,0.96145,0.96735,0.98865,0.91347,0.50633,0.4744,0.23466,0.00369,0,0.0004094,0.0004094,0.0004094
243,20865.6,0.54612,0.59764,0.27916,0.00273,0.20424,0.96955,0.96122,0.98825,0.8933,0.96955,0.96122,0.98825,0.91782,0.51093,0.47306,0.2356,0.00367,0,0.0004028,0.0004028,0.0004028
244,20952.1,0.5369,0.58434,0.27586,0.00275,0.1914,0.95898,0.96122,0.98658,0.88654,0.95898,0.96122,0.98671,0.9175,0.51592,0.47864,0.24337,0.00372,0,0.0003962,0.0003962,0.0003962
245,21038.9,0.54567,0.5886,0.28167,0.00283,0.20169,0.95899,0.97551,0.98857,0.89072,0.95899,0.97551,0.98857,0.91714,0.51858,0.47631,0.22934,0.00376,0,0.0003896,0.0003896,0.0003896
246,21124,0.53395,0.59074,0.27065,0.00267,0.1906,0.95055,0.98367,0.98922,0.88809,0.94858,0.98163,0.98887,0.9148,0.52701,0.4925,0.22796,0.00385,0,0.000383,0.000383,0.000383
247,21211.6,0.53849,0.60365,0.27624,0.0027,0.17371,0.94681,0.98084,0.98723,0.88598,0.94681,0.98084,0.98731,0.91111,0.5325,0.49368,0.23705,0.00391,0,0.0003764,0.0003764,0.0003764
248,21299.3,0.5282,0.59238,0.25996,0.00266,0.18213,0.95785,0.97386,0.98671,0.88444,0.95584,0.97182,0.98641,0.91524,0.53014,0.49008,0.23532,0.00389,0,0.0003698,0.0003698,0.0003698
249,21386.8,0.55221,0.60523,0.2741,0.00275,0.1961,0.93967,0.98571,0.98703,0.88713,0.93773,0.98367,0.98688,0.91798,0.51492,0.4865,0.22558,0.00378,0,0.0003632,0.0003632,0.0003632
250,21474.9,0.53864,0.60309,0.27402,0.0027,0.18954,0.95233,0.97854,0.98733,0.88789,0.95035,0.9765,0.987,0.91244,0.51204,0.49756,0.21996,0.00374,0,0.0003566,0.0003566,0.0003566
251,21558.5,0.5461,0.59605,0.27949,0.00276,0.20439,0.95419,0.97347,0.98731,0.88575,0.95219,0.97143,0.98717,0.91238,0.51294,0.48951,0.22883,0.00372,0,0.00035,0.00035,0.00035
252,21645.3,0.5324,0.59219,0.26531,0.00269,0.19083,0.94787,0.97959,0.98742,0.89027,0.9459,0.97755,0.98719,0.91866,0.51175,0.49063,0.22315,0.0037,0,0.0003434,0.0003434,0.0003434
253,21733.3,0.53384,0.59866,0.26754,0.00268,0.19283,0.96412,0.96122,0.98963,0.89355,0.96207,0.95918,0.98937,0.91797,0.50474,0.50151,0.23048,0.00363,0,0.0003368,0.0003368,0.0003368
254,21821.6,0.51853,0.56818,0.26679,0.00264,0.17701,0.96903,0.95781,0.98816,0.8936,0.96898,0.95639,0.98804,0.92095,0.49481,0.4838,0.22483,0.00357,0,0.0003302,0.0003302,0.0003302
255,21910.6,0.52324,0.59763,0.26761,0.00269,0.18166,0.94837,0.97347,0.98801,0.89517,0.94837,0.97347,0.98801,0.91778,0.49577,0.47534,0.22834,0.00357,0,0.0003236,0.0003236,0.0003236
256,21997.9,0.52295,0.58498,0.26427,0.00266,0.15821,0.94089,0.98367,0.9871,0.89054,0.94089,0.98367,0.9871,0.91605,0.49933,0.47434,0.22603,0.00357,0,0.000317,0.000317,0.000317
257,22084.1,0.52503,0.57964,0.25998,0.00269,0.20025,0.95943,0.96513,0.98863,0.89288,0.95943,0.96513,0.98854,0.9145,0.50176,0.48326,0.22312,0.00358,0,0.0003104,0.0003104,0.0003104
258,22170.9,0.52904,0.60043,0.27419,0.00269,0.1994,0.9647,0.94822,0.98763,0.89464,0.96174,0.95714,0.988,0.91655,0.50385,0.48698,0.22492,0.00367,0,0.0003038,0.0003038,0.0003038
259,22258.9,0.52721,0.59682,0.26045,0.00268,0.18161,0.95898,0.95714,0.98664,0.88891,0.95728,0.96024,0.98688,0.91521,0.49493,0.47582,0.23338,0.00357,0,0.0002972,0.0002972,0.0002972
260,22344.5,0.5338,0.58567,0.26377,0.00262,0.17457,0.96079,0.97755,0.98822,0.88981,0.96173,0.97755,0.98832,0.91393,0.49896,0.47433,0.21485,0.00355,0,0.0002906,0.0002906,0.0002906
261,22431.9,0.53776,0.59041,0.26544,0.00257,0.19529,0.96335,0.96531,0.98947,0.88988,0.96335,0.96531,0.98947,0.91583,0.50561,0.48631,0.21471,0.0036,0,0.000284,0.000284,0.000284
262,22520.8,0.53562,0.59527,0.26222,0.00258,0.18048,0.95113,0.97755,0.99067,0.89623,0.95113,0.97755,0.99067,0.91974,0.50065,0.48499,0.20933,0.0036,0,0.0002774,0.0002774,0.0002774
263,22605.8,0.51852,0.58858,0.25226,0.00263,0.18799,0.94017,0.97755,0.98765,0.8939,0.94017,0.97755,0.98761,0.91614,0.5,0.48745,0.22147,0.00361,0,0.0002708,0.0002708,0.0002708
264,22692.8,0.52136,0.58198,0.26012,0.00268,0.17904,0.95569,0.96838,0.98755,0.89175,0.95569,0.96838,0.98711,0.914,0.50623,0.51262,0.22198,0.00369,0,0.0002642,0.0002642,0.0002642
265,22781.4,0.52926,0.58401,0.26756,0.00266,0.19152,0.95823,0.96531,0.99014,0.89509,0.95823,0.96531,0.9899,0.91434,0.51082,0.50881,0.22144,0.00375,0,0.0002576,0.0002576,0.0002576
266,22867.2,0.53419,0.58942,0.2796,0.00272,0.19067,0.9485,0.97727,0.98978,0.89489,0.9485,0.97727,0.98954,0.91646,0.50494,0.50079,0.21047,0.00369,0,0.000251,0.000251,0.000251
267,22955.9,0.52353,0.57869,0.27908,0.00268,0.17898,0.94339,0.98776,0.99064,0.89715,0.94339,0.98776,0.99049,0.91885,0.50566,0.49027,0.20882,0.00367,0,0.0002444,0.0002444,0.0002444
268,23041.6,0.52148,0.57821,0.25347,0.00261,0.16961,0.9472,0.98571,0.98807,0.89567,0.9472,0.98571,0.98807,0.91791,0.50561,0.47536,0.20918,0.00372,0,0.0002378,0.0002378,0.0002378
269,23128.8,0.52472,0.58797,0.26973,0.00262,0.20721,0.95418,0.97747,0.98627,0.89373,0.95418,0.97747,0.98627,0.91376,0.50053,0.48222,0.22829,0.00361,0,0.0002312,0.0002312,0.0002312
270,23217.8,0.51733,0.58418,0.26597,0.0026,0.21003,0.95285,0.97755,0.98957,0.89697,0.95086,0.97551,0.98951,0.91874,0.50517,0.48419,0.21774,0.00369,0,0.0002246,0.0002246,0.0002246
271,23305,0.52025,0.58292,0.24996,0.00265,0.16776,0.95085,0.97347,0.98832,0.8956,0.95085,0.97347,0.98845,0.91737,0.50886,0.47724,0.22609,0.00372,0,0.000218,0.000218,0.000218
272,23389.2,0.51861,0.5796,0.26393,0.00259,0.1833,0.9446,0.97424,0.989,0.89514,0.9446,0.97424,0.98902,0.91735,0.5078,0.47958,0.22367,0.00369,0,0.0002114,0.0002114,0.0002114
273,23476.9,0.51473,0.56371,0.25018,0.0027,0.1893,0.94312,0.97755,0.98932,0.89699,0.94372,0.98163,0.98938,0.91761,0.49738,0.47325,0.22179,0.00363,0,0.0002048,0.0002048,0.0002048
274,23564.9,0.5115,0.57642,0.26589,0.00261,0.16895,0.94497,0.98123,0.98987,0.89878,0.9459,0.98163,0.98991,0.91645,0.49319,0.4759,0.22436,0.00361,0,0.0001982,0.0001982,0.0001982
275,23652.5,0.50949,0.58313,0.24709,0.00256,0.18117,0.94126,0.97959,0.98882,0.89731,0.94322,0.98163,0.98895,0.91851,0.49516,0.46995,0.22358,0.00358,0,0.0001916,0.0001916,0.0001916
276,23740.6,0.51077,0.57178,0.26558,0.00251,0.18282,0.95094,0.97143,0.99018,0.89888,0.95294,0.97347,0.99043,0.92215,0.4942,0.47272,0.21535,0.00359,0,0.000185,0.000185,0.000185
277,23828.4,0.50767,0.57379,0.25727,0.00257,0.18769,0.93312,0.98163,0.98905,0.89803,0.93742,0.97832,0.98924,0.91969,0.49006,0.47242,0.22844,0.00358,0,0.0001784,0.0001784,0.0001784
278,23917.2,0.51092,0.58841,0.25182,0.00255,0.18656,0.94765,0.97959,0.98952,0.89642,0.9516,0.98367,0.98975,0.92002,0.49521,0.46755,0.2247,0.00359,0,0.0001718,0.0001718,0.0001718
279,24006.1,0.51764,0.58507,0.25878,0.00259,0.1864,0.94296,0.98367,0.98969,0.89929,0.94714,0.98733,0.99001,0.9206,0.49345,0.47214,0.22346,0.00357,0,0.0001652,0.0001652,0.0001652
280,24092.6,0.52047,0.59153,0.25949,0.00254,0.17078,0.94959,0.97347,0.9873,0.89599,0.95112,0.97551,0.9874,0.91958,0.49549,0.47832,0.22389,0.00358,0,0.0001586,0.0001586,0.0001586
281,24179.8,0.5096,0.58926,0.2594,0.00246,0.174,0.95162,0.97347,0.98721,0.89561,0.95162,0.97347,0.98729,0.91722,0.49444,0.48251,0.21976,0.00357,0,0.000152,0.000152,0.000152
282,24268.2,0.50594,0.56762,0.24659,0.00255,0.16723,0.94198,0.98163,0.98909,0.89753,0.94198,0.98163,0.98909,0.91828,0.49845,0.48621,0.22402,0.00361,0,0.0001454,0.0001454,0.0001454
283,24355.8,0.50055,0.57872,0.24379,0.00247,0.16458,0.94678,0.9802,0.98869,0.89848,0.94678,0.9802,0.98871,0.91727,0.50088,0.487,0.21884,0.00363,0,0.0001388,0.0001388,0.0001388
284,24441.9,0.51719,0.57839,0.25799,0.00268,0.1838,0.95333,0.97959,0.98737,0.89682,0.95333,0.97959,0.98731,0.91574,0.48454,0.48807,0.22119,0.00352,0,0.0001322,0.0001322,0.0001322
285,24528.3,0.49388,0.56444,0.2404,0.00243,0.1727,0.95049,0.97949,0.98646,0.89528,0.95049,0.97949,0.98629,0.91751,0.48271,0.48799,0.22518,0.00349,0,0.0001256,0.0001256,0.0001256
286,24615.9,0.5162,0.5829,0.2537,0.00259,0.17865,0.95058,0.9813,0.987,0.89612,0.95058,0.9813,0.98691,0.91818,0.48707,0.48406,0.22363,0.00353,0,0.000119,0.000119,0.000119
287,24704.9,0.50873,0.57906,0.25312,0.00258,0.16922,0.94517,0.98163,0.98773,0.89885,0.9491,0.98571,0.98805,0.91874,0.48109,0.47396,0.21931,0.00349,0,0.0001124,0.0001124,0.0001124
288,24791.7,0.5254,0.59416,0.25746,0.00257,0.19459,0.95014,0.98163,0.98747,0.89659,0.95414,0.98571,0.98793,0.91771,0.49422,0.46979,0.22287,0.0036,0,0.0001058,0.0001058,0.0001058
289,24878,0.51575,0.58997,0.2481,0.0026,0.16661,0.95661,0.96122,0.98762,0.89791,0.95945,0.96573,0.98805,0.91731,0.48609,0.4698,0.21814,0.0035,0,9.92e-05,9.92e-05,9.92e-05
290,24966.4,0.51019,0.57874,0.25581,0.00254,0.17316,0.93247,0.9898,0.98762,0.89768,0.94846,0.97639,0.98788,0.91761,0.48175,0.47057,0.21439,0.00348,0,9.26e-05,9.26e-05,9.26e-05
291,25055.3,0.47486,0.53824,0.21014,0.0028,0.15306,0.94959,0.98163,0.98787,0.89757,0.95353,0.98571,0.98804,0.91721,0.48445,0.46905,0.21447,0.0035,0,8.6e-05,8.6e-05,8.6e-05
292,25139.1,0.47109,0.54005,0.20547,0.00271,0.15912,0.94775,0.98163,0.98773,0.89966,0.95169,0.98571,0.98795,0.91709,0.48698,0.46549,0.22199,0.00351,0,7.94e-05,7.94e-05,7.94e-05
293,25226.6,0.46091,0.53776,0.20456,0.00276,0.1466,0.94827,0.98163,0.9881,0.89774,0.95221,0.98571,0.98825,0.91921,0.48445,0.46345,0.21696,0.00347,0,7.28e-05,7.28e-05,7.28e-05
294,25313.5,0.48182,0.55398,0.21447,0.0028,0.17134,0.94718,0.98163,0.9883,0.89979,0.95057,0.98571,0.98843,0.92121,0.48046,0.46141,0.21329,0.00345,0,6.62e-05,6.62e-05,6.62e-05
295,25400.6,0.46316,0.5262,0.20139,0.0028,0.14706,0.95428,0.97976,0.98855,0.90007,0.9564,0.98494,0.98862,0.91958,0.4802,0.45995,0.213,0.00345,0,5.96e-05,5.96e-05,5.96e-05
296,25484.5,0.47845,0.53092,0.2093,0.00287,0.14943,0.94855,0.98367,0.98791,0.90002,0.94989,0.98571,0.98793,0.92225,0.47772,0.45802,0.21695,0.00342,0,5.3e-05,5.3e-05,5.3e-05
297,25570.4,0.46879,0.53565,0.21189,0.00282,0.15694,0.95151,0.98163,0.98795,0.89891,0.95348,0.98367,0.98797,0.92149,0.47733,0.45793,0.21729,0.00341,0,4.64e-05,4.64e-05,4.64e-05
298,25654.4,0.47864,0.54023,0.20551,0.00281,0.16,0.95409,0.97555,0.98804,0.90067,0.95056,0.9809,0.98806,0.9213,0.47703,0.45739,0.21432,0.00341,0,3.98e-05,3.98e-05,3.98e-05
299,25742,0.46618,0.52948,0.20967,0.00282,0.15083,0.96157,0.9703,0.98814,0.90107,0.96092,0.97347,0.98816,0.9212,0.47763,0.45705,0.2118,0.00342,0,3.32e-05,3.32e-05,3.32e-05
300,25825.7,0.47863,0.53345,0.21402,0.00284,0.16658,0.96127,0.97551,0.98803,0.89872,0.9528,0.98872,0.98816,0.92008,0.4807,0.45817,0.20707,0.00346,0,2.66e-05,2.66e-05,2.66e-05
